card1,card2,synergy
Shadow Bow,Hawk Bow,-2
Shadow Bow,Moonlight Bow,-2
Shadow Bow,Wooden Staff,-2
Shadow Bow,Wizard Staff,-2
Shadow Bow,Healing Staff,-2
Shadow Bow,Necro Staff,-2
Shadow Bow,Storm Staff,-2
Shadow Bow,Flame Staff,-2
Shadow Bow,Frost Staff,-2
Shadow Bow,Crystal Staff,-2
Shadow Bow,Druid Staff,-2
Shadow Bow,Solar Staff,-2
Shadow Bow,Iron Spear,-2
Shadow Bow,Steel Spear,-2
Shadow Bow,Pike,-2
Shadow Bow,Halberd,-2
Shadow Bow,Trident,-2
Shadow Bow,Dragon Lance,-2
Shadow Bow,Ice Lance,-2
Shadow Bow,Thunder Spear,-2
Shadow Bow,Serpent Spear,-2
Shadow Bow,Sun Lance,-2
Shadow Bow,Dagger,3
Shadow Bow,Poison Dagger,-2
Shadow Bow,Silent Knife,3
Shadow Bow,Throwing Knives,-2
Shadow Bow,Glass Dagger,3
Shadow Bow,Vampire Fang,-2
Shadow Bow,Venom Shiv,-2
Shadow Bow,Assassin Blade,3
Shadow Bow,Smoke Dagger,3
Shadow Bow,Mirror Knife,-2
Shadow Bow,Wooden Shield,-2
Shadow Bow,Iron Shield,-2
Shadow Bow,Tower Shield,-2
Shadow Bow,Spiked Shield,-2
Shadow Bow,Mirror Shield,-2
Shadow Bow,Dragon Shield,-2
Shadow Bow,Ice Shield,-2
Shadow Bow,Storm Shield,-2
Shadow Bow,Holy Shield,-2
Shadow Bow,Thorn Shield,-2
Shadow Bow,Stone Hammer,-2
Shadow Bow,War Hammer,-2
Shadow Bow,Thunder Hammer,-2
Shadow Bow,Forge Hammer,-2
Shadow Bow,Ice Maul,-2
Shadow Bow,Gravity Hammer,-2
Shadow Bow,Bone Hammer,-2
Shadow Bow,Titan Hammer,-2
Shadow Bow,Copper Mace,-2
Shadow Bow,Morning Star,-2
Shadow Bow,Slingshot,-2
Shadow Bow,Boomerang,-2
Shadow Bow,Harpoon,-2
Shadow Bow,Net Launcher,-2
Shadow Bow,Flare Gun,-2
Shadow Bow,Blowgun,-2
Shadow Bow,Hookshot,-2
Shadow Bow,Chakram,-2
Shadow Bow,Crystal Orb,-2
Shadow Bow,Spell Book,-2
Shadow Bow,Laser Pistol,-2
Shadow Bow,Plasma Rifle,-2
Shadow Bow,Rocket Launcher,-2
Shadow Bow,Energy Cannon,-2
Shadow Bow,Railgun,-2
Shadow Bow,Cyber Blade,-2
Shadow Bow,Pulse Shield,-2
Shadow Bow,Drone Swarm,-2
Shadow Bow,Nano Spear,-2
Shadow Bow,Void Cannon,-2
Hawk Bow,Moonlight Bow,-5
Hawk Bow,Wooden Staff,-5
Hawk Bow,Wizard Staff,-5
Hawk Bow,Healing Staff,-5
Hawk Bow,Necro Staff,-5
Hawk Bow,Storm Staff,2
Hawk Bow,Flame Staff,-5
Hawk Bow,Frost Staff,-5
Hawk Bow,Crystal Staff,-5
Hawk Bow,Druid Staff,-5
Hawk Bow,Solar Staff,-5
Hawk Bow,Iron Spear,-5
Hawk Bow,Steel Spear,-5
Hawk Bow,Pike,-5
Hawk Bow,Halberd,-5
Hawk Bow,Trident,-5
Hawk Bow,Dragon Lance,-5
Hawk Bow,Ice Lance,-5
Hawk Bow,Thunder Spear,2
Hawk Bow,Serpent Spear,-5
Hawk Bow,Sun Lance,-5
Hawk Bow,Dagger,-5
Hawk Bow,Poison Dagger,-5
Hawk Bow,Silent Knife,-5
Hawk Bow,Throwing Knives,3
Hawk Bow,Glass Dagger,-5
Hawk Bow,Vampire Fang,-5
Hawk Bow,Venom Shiv,-5
Hawk Bow,Assassin Blade,-5
Hawk Bow,Smoke Dagger,-5
Hawk Bow,Mirror Knife,-5
Hawk Bow,Wooden Shield,-5
Hawk Bow,Iron Shield,-5
Hawk Bow,Tower Shield,-5
Hawk Bow,Spiked Shield,-5
Hawk Bow,Mirror Shield,-5
Hawk Bow,Dragon Shield,-5
Hawk Bow,Ice Shield,-5
Hawk Bow,Storm Shield,2
Hawk Bow,Holy Shield,-5
Hawk Bow,Thorn Shield,-5
Hawk Bow,Stone Hammer,-5
Hawk Bow,War Hammer,-5
Hawk Bow,Thunder Hammer,2
Hawk Bow,Forge Hammer,-5
Hawk Bow,Ice Maul,-5
Hawk Bow,Gravity Hammer,-5
Hawk Bow,Bone Hammer,-5
Hawk Bow,Titan Hammer,-5
Hawk Bow,Copper Mace,-5
Hawk Bow,Morning Star,-5
Hawk Bow,Slingshot,3
Hawk Bow,Boomerang,3
Hawk Bow,Harpoon,-5
Hawk Bow,Net Launcher,4
Hawk Bow,Flare Gun,-5
Hawk Bow,Blowgun,-5
Hawk Bow,Hookshot,4
Hawk Bow,Chakram,3
Hawk Bow,Crystal Orb,-5
Hawk Bow,Spell Book,-5
Hawk Bow,Laser Pistol,2
Hawk Bow,Plasma Rifle,2
Hawk Bow,Rocket Launcher,-5
Hawk Bow,Energy Cannon,2
Hawk Bow,Railgun,8
Hawk Bow,Cyber Blade,2
Hawk Bow,Pulse Shield,-5
Hawk Bow,Drone Swarm,4
Hawk Bow,Nano Spear,-5
Hawk Bow,Void Cannon,-5
Moonlight Bow,Wooden Staff,3
Moonlight Bow,Wizard Staff,3
Moonlight Bow,Healing Staff,4
Moonlight Bow,Necro Staff,2
Moonlight Bow,Storm Staff,-3
Moonlight Bow,Flame Staff,-3
Moonlight Bow,Frost Staff,-3
Moonlight Bow,Crystal Staff,5
Moonlight Bow,Druid Staff,-3
Moonlight Bow,Solar Staff,4
Moonlight Bow,Iron Spear,-3
Moonlight Bow,Steel Spear,-3
Moonlight Bow,Pike,-3
Moonlight Bow,Halberd,-3
Moonlight Bow,Trident,-3
Moonlight Bow,Dragon Lance,-3
Moonlight Bow,Ice Lance,-3
Moonlight Bow,Thunder Spear,-3
Moonlight Bow,Serpent Spear,-3
Moonlight Bow,Sun Lance,4
Moonlight Bow,Dagger,-3
Moonlight Bow,Poison Dagger,-3
Moonlight Bow,Silent Knife,-3
Moonlight Bow,Throwing Knives,-3
Moonlight Bow,Glass Dagger,-3
Moonlight Bow,Vampire Fang,2
Moonlight Bow,Venom Shiv,-3
Moonlight Bow,Assassin Blade,-3
Moonlight Bow,Smoke Dagger,-3
Moonlight Bow,Mirror Knife,3
Moonlight Bow,Wooden Shield,-3
Moonlight Bow,Iron Shield,-3
Moonlight Bow,Tower Shield,-3
Moonlight Bow,Spiked Shield,-3
Moonlight Bow,Mirror Shield,5
Moonlight Bow,Dragon Shield,-3
Moonlight Bow,Ice Shield,-3
Moonlight Bow,Storm Shield,-3
Moonlight Bow,Holy Shield,4
Moonlight Bow,Thorn Shield,-3
Moonlight Bow,Stone Hammer,-3
Moonlight Bow,War Hammer,-3
Moonlight Bow,Thunder Hammer,-3
Moonlight Bow,Forge Hammer,-3
Moonlight Bow,Ice Maul,-3
Moonlight Bow,Gravity Hammer,5
Moonlight Bow,Bone Hammer,2
Moonlight Bow,Titan Hammer,-3
Moonlight Bow,Copper Mace,-3
Moonlight Bow,Morning Star,4
Moonlight Bow,Slingshot,-3
Moonlight Bow,Boomerang,-3
Moonlight Bow,Harpoon,-3
Moonlight Bow,Net Launcher,-3
Moonlight Bow,Flare Gun,-3
Moonlight Bow,Blowgun,-3
Moonlight Bow,Hookshot,-3
Moonlight Bow,Chakram,-3
Moonlight Bow,Crystal Orb,5
Moonlight Bow,Spell Book,3
Moonlight Bow,Laser Pistol,-3
Moonlight Bow,Plasma Rifle,-3
Moonlight Bow,Rocket Launcher,-3
Moonlight Bow,Energy Cannon,-3
Moonlight Bow,Railgun,-3
Moonlight Bow,Cyber Blade,-3
Moonlight Bow,Pulse Shield,-3
Moonlight Bow,Drone Swarm,-3
Moonlight Bow,Nano Spear,-3
Moonlight Bow,Void Cannon,2
Wooden Staff,Wizard Staff,3
Wooden Staff,Healing Staff,4
Wooden Staff,Necro Staff,2
Wooden Staff,Storm Staff,-1
Wooden Staff,Flame Staff,-1
Wooden Staff,Frost Staff,-1
Wooden Staff,Crystal Staff,3
Wooden Staff,Druid Staff,-1
Wooden Staff,Solar Staff,4
Wooden Staff,Iron Spear,-1
Wooden Staff,Steel Spear,-1
Wooden Staff,Pike,-1
Wooden Staff,Halberd,-1
Wooden Staff,Trident,-1
Wooden Staff,Dragon Lance,-1
Wooden Staff,Ice Lance,-1
Wooden Staff,Thunder Spear,-1
Wooden Staff,Serpent Spear,-1
Wooden Staff,Sun Lance,4
Wooden Staff,Dagger,-1
Wooden Staff,Poison Dagger,-1
Wooden Staff,Silent Knife,-1
Wooden Staff,Throwing Knives,-1
Wooden Staff,Glass Dagger,-1
Wooden Staff,Vampire Fang,2
Wooden Staff,Venom Shiv,-1
Wooden Staff,Assassin Blade,-1
Wooden Staff,Smoke Dagger,-1
Wooden Staff,Mirror Knife,3
Wooden Staff,Wooden Shield,-1
Wooden Staff,Iron Shield,-1
Wooden Staff,Tower Shield,-1
Wooden Staff,Spiked Shield,-1
Wooden Staff,Mirror Shield,3
Wooden Staff,Dragon Shield,-1
Wooden Staff,Ice Shield,-1
Wooden Staff,Storm Shield,-1
Wooden Staff,Holy Shield,4
Wooden Staff,Thorn Shield,-1
Wooden Staff,Stone Hammer,-1
Wooden Staff,War Hammer,-1
Wooden Staff,Thunder Hammer,-1
Wooden Staff,Forge Hammer,-1
Wooden Staff,Ice Maul,-1
Wooden Staff,Gravity Hammer,3
Wooden Staff,Bone Hammer,2
Wooden Staff,Titan Hammer,-1
Wooden Staff,Copper Mace,-1
Wooden Staff,Morning Star,4
Wooden Staff,Slingshot,-1
Wooden Staff,Boomerang,-1
Wooden Staff,Harpoon,-1
Wooden Staff,Net Launcher,-1
Wooden Staff,Flare Gun,-1
Wooden Staff,Blowgun,-1
Wooden Staff,Hookshot,-1
Wooden Staff,Chakram,-1
Wooden Staff,Crystal Orb,3
Wooden Staff,Spell Book,3
Wooden Staff,Laser Pistol,-1
Wooden Staff,Plasma Rifle,-1
Wooden Staff,Rocket Launcher,-1
Wooden Staff,Energy Cannon,-1
Wooden Staff,Railgun,-1
Wooden Staff,Cyber Blade,-1
Wooden Staff,Pulse Shield,-1
Wooden Staff,Drone Swarm,-1
Wooden Staff,Nano Spear,-1
Wooden Staff,Void Cannon,2
Wizard Staff,Healing Staff,4
Wizard Staff,Necro Staff,2
Wizard Staff,Storm Staff,-4
Wizard Staff,Flame Staff,-4
Wizard Staff,Frost Staff,-4
Wizard Staff,Crystal Staff,5
Wizard Staff,Druid Staff,-4
Wizard Staff,Solar Staff,4
Wizard Staff,Iron Spear,-4
Wizard Staff,Steel Spear,-4
Wizard Staff,Pike,-4
Wizard Staff,Halberd,-4
Wizard Staff,Trident,-4
Wizard Staff,Dragon Lance,-4
Wizard Staff,Ice Lance,-4
Wizard Staff,Thunder Spear,-4
Wizard Staff,Serpent Spear,-4
Wizard Staff,Sun Lance,4
Wizard Staff,Dagger,-4
Wizard Staff,Poison Dagger,-4
Wizard Staff,Silent Knife,-4
Wizard Staff,Throwing Knives,-4
Wizard Staff,Glass Dagger,-4
Wizard Staff,Vampire Fang,2
Wizard Staff,Venom Shiv,-4
Wizard Staff,Assassin Blade,-4
Wizard Staff,Smoke Dagger,-4
Wizard Staff,Mirror Knife,3
Wizard Staff,Wooden Shield,-4
Wizard Staff,Iron Shield,-4
Wizard Staff,Tower Shield,-4
Wizard Staff,Spiked Shield,-4
Wizard Staff,Mirror Shield,3
Wizard Staff,Dragon Shield,-4
Wizard Staff,Ice Shield,-4
Wizard Staff,Storm Shield,-4
Wizard Staff,Holy Shield,4
Wizard Staff,Thorn Shield,-4
Wizard Staff,Stone Hammer,-4
Wizard Staff,War Hammer,-4
Wizard Staff,Thunder Hammer,-4
Wizard Staff,Forge Hammer,-4
Wizard Staff,Ice Maul,-4
Wizard Staff,Gravity Hammer,5
Wizard Staff,Bone Hammer,2
Wizard Staff,Titan Hammer,-4
Wizard Staff,Copper Mace,-4
Wizard Staff,Morning Star,4
Wizard Staff,Slingshot,-4
Wizard Staff,Boomerang,-4
Wizard Staff,Harpoon,-4
Wizard Staff,Net Launcher,-4
Wizard Staff,Flare Gun,-4
Wizard Staff,Blowgun,-4
Wizard Staff,Hookshot,-4
Wizard Staff,Chakram,-4
Wizard Staff,Crystal Orb,11
Wizard Staff,Spell Book,3
Wizard Staff,Laser Pistol,-4
Wizard Staff,Plasma Rifle,-4
Wizard Staff,Rocket Launcher,-4
Wizard Staff,Energy Cannon,-4
Wizard Staff,Railgun,-4
Wizard Staff,Cyber Blade,-4
Wizard Staff,Pulse Shield,-4
Wizard Staff,Drone Swarm,-4
Wizard Staff,Nano Spear,-4
Wizard Staff,Void Cannon,2
Healing Staff,Necro Staff,-2
Healing Staff,Storm Staff,-2
Healing Staff,Flame Staff,-2
Healing Staff,Frost Staff,-2
Healing Staff,Crystal Staff,4
Healing Staff,Druid Staff,-2
Healing Staff,Solar Staff,3
Healing Staff,Iron Spear,-2
Healing Staff,Steel Spear,-2
Healing Staff,Pike,-2
Healing Staff,Halberd,-2
Healing Staff,Trident,-2
Healing Staff,Dragon Lance,-2
Healing Staff,Ice Lance,-2
Healing Staff,Thunder Spear,-2
Healing Staff,Serpent Spear,-2
Healing Staff,Sun Lance,3
Healing Staff,Dagger,-2
Healing Staff,Poison Dagger,-2
Healing Staff,Silent Knife,-2
Healing Staff,Throwing Knives,-2
Healing Staff,Glass Dagger,-2
Healing Staff,Vampire Fang,-2
Healing Staff,Venom Shiv,-2
Healing Staff,Assassin Blade,-2
Healing Staff,Smoke Dagger,-2
Healing Staff,Mirror Knife,4
Healing Staff,Wooden Shield,-2
Healing Staff,Iron Shield,-2
Healing Staff,Tower Shield,-2
Healing Staff,Spiked Shield,-2
Healing Staff,Mirror Shield,4
Healing Staff,Dragon Shield,-2
Healing Staff,Ice Shield,-2
Healing Staff,Storm Shield,-2
Healing Staff,Holy Shield,3
Healing Staff,Thorn Shield,-2
Healing Staff,Stone Hammer,-2
Healing Staff,War Hammer,-2
Healing Staff,Thunder Hammer,-2
Healing Staff,Forge Hammer,-2
Healing Staff,Ice Maul,-2
Healing Staff,Gravity Hammer,4
Healing Staff,Bone Hammer,-2
Healing Staff,Titan Hammer,-2
Healing Staff,Copper Mace,-2
Healing Staff,Morning Star,3
Healing Staff,Slingshot,-2
Healing Staff,Boomerang,-2
Healing Staff,Harpoon,-2
Healing Staff,Net Launcher,-2
Healing Staff,Flare Gun,-2
Healing Staff,Blowgun,-2
Healing Staff,Hookshot,-2
Healing Staff,Chakram,-2
Healing Staff,Crystal Orb,4
Healing Staff,Spell Book,4
Healing Staff,Laser Pistol,-2
Healing Staff,Plasma Rifle,-2
Healing Staff,Rocket Launcher,-2
Healing Staff,Energy Cannon,-2
Healing Staff,Railgun,-2
Healing Staff,Cyber Blade,-2
Healing Staff,Pulse Shield,-2
Healing Staff,Drone Swarm,-2
Healing Staff,Nano Spear,-2
Healing Staff,Void Cannon,-2
Necro Staff,Storm Staff,-5
Necro Staff,Flame Staff,-5
Necro Staff,Frost Staff,-5
Necro Staff,Crystal Staff,2
Necro Staff,Druid Staff,-5
Necro Staff,Solar Staff,-5
Necro Staff,Iron Spear,-5
Necro Staff,Steel Spear,-5
Necro Staff,Pike,-5
Necro Staff,Halberd,-5
Necro Staff,Trident,-5
Necro Staff,Dragon Lance,-5
Necro Staff,Ice Lance,-5
Necro Staff,Thunder Spear,-5
Necro Staff,Serpent Spear,-5
Necro Staff,Sun Lance,-5
Necro Staff,Dagger,-5
Necro Staff,Poison Dagger,-5
Necro Staff,Silent Knife,-5
Necro Staff,Throwing Knives,-5
Necro Staff,Glass Dagger,-5
Necro Staff,Vampire Fang,5
Necro Staff,Venom Shiv,-5
Necro Staff,Assassin Blade,-5
Necro Staff,Smoke Dagger,-5
Necro Staff,Mirror Knife,2
Necro Staff,Wooden Shield,-5
Necro Staff,Iron Shield,-5
Necro Staff,Tower Shield,-5
Necro Staff,Spiked Shield,-5
Necro Staff,Mirror Shield,2
Necro Staff,Dragon Shield,-5
Necro Staff,Ice Shield,-5
Necro Staff,Storm Shield,-5
Necro Staff,Holy Shield,-5
Necro Staff,Thorn Shield,-5
Necro Staff,Stone Hammer,-5
Necro Staff,War Hammer,-5
Necro Staff,Thunder Hammer,-5
Necro Staff,Forge Hammer,-5
Necro Staff,Ice Maul,-5
Necro Staff,Gravity Hammer,2
Necro Staff,Bone Hammer,3
Necro Staff,Titan Hammer,-5
Necro Staff,Copper Mace,-5
Necro Staff,Morning Star,-5
Necro Staff,Slingshot,-5
Necro Staff,Boomerang,-5
Necro Staff,Harpoon,-5
Necro Staff,Net Launcher,-5
Necro Staff,Flare Gun,-5
Necro Staff,Blowgun,-5
Necro Staff,Hookshot,-5
Necro Staff,Chakram,-5
Necro Staff,Crystal Orb,2
Necro Staff,Spell Book,2
Necro Staff,Laser Pistol,-5
Necro Staff,Plasma Rifle,-5
Necro Staff,Rocket Launcher,-5
Necro Staff,Energy Cannon,-5
Necro Staff,Railgun,-5
Necro Staff,Cyber Blade,-5
Necro Staff,Pulse Shield,-5
Necro Staff,Drone Swarm,-5
Necro Staff,Nano Spear,-5
Necro Staff,Void Cannon,12
Storm Staff,Flame Staff,2
Storm Staff,Frost Staff,-3
Storm Staff,Crystal Staff,-3
Storm Staff,Druid Staff,-3
Storm Staff,Solar Staff,-3
Storm Staff,Iron Spear,-3
Storm Staff,Steel Spear,-3
Storm Staff,Pike,-3
Storm Staff,Halberd,-3
Storm Staff,Trident,-3
Storm Staff,Dragon Lance,2
Storm Staff,Ice Lance,-3
Storm Staff,Thunder Spear,5
Storm Staff,Serpent Spear,-3
Storm Staff,Sun Lance,-3
Storm Staff,Dagger,-3
Storm Staff,Poison Dagger,-3
Storm Staff,Silent Knife,-3
Storm Staff,Throwing Knives,2
Storm Staff,Glass Dagger,-3
Storm Staff,Vampire Fang,-3
Storm Staff,Venom Shiv,-3
Storm Staff,Assassin Blade,-3
Storm Staff,Smoke Dagger,-3
Storm Staff,Mirror Knife,-3
Storm Staff,Wooden Shield,-3
Storm Staff,Iron Shield,-3
Storm Staff,Tower Shield,-3
Storm Staff,Spiked Shield,-3
Storm Staff,Mirror Shield,-3
Storm Staff,Dragon Shield,2
Storm Staff,Ice Shield,-3
Storm Staff,Storm Shield,10
Storm Staff,Holy Shield,-3
Storm Staff,Thorn Shield,-3
Storm Staff,Stone Hammer,-3
Storm Staff,War Hammer,-3
Storm Staff,Thunder Hammer,5
Storm Staff,Forge Hammer,2
Storm Staff,Ice Maul,-3
Storm Staff,Gravity Hammer,-3
Storm Staff,Bone Hammer,-3
Storm Staff,Titan Hammer,-3
Storm Staff,Copper Mace,-3
Storm Staff,Morning Star,-3
Storm Staff,Slingshot,2
Storm Staff,Boomerang,2
Storm Staff,Harpoon,-3
Storm Staff,Net Launcher,-3
Storm Staff,Flare Gun,2
Storm Staff,Blowgun,-3
Storm Staff,Hookshot,-3
Storm Staff,Chakram,2
Storm Staff,Crystal Orb,-3
Storm Staff,Spell Book,-3
Storm Staff,Laser Pistol,5
Storm Staff,Plasma Rifle,5
Storm Staff,Rocket Launcher,2
Storm Staff,Energy Cannon,5
Storm Staff,Railgun,2
Storm Staff,Cyber Blade,5
Storm Staff,Pulse Shield,-3
Storm Staff,Drone Swarm,-3
Storm Staff,Nano Spear,-3
Storm Staff,Void Cannon,-3
Flame Staff,Frost Staff,-1
Flame Staff,Crystal Staff,-1
Flame Staff,Druid Staff,-1
Flame Staff,Solar Staff,-1
Flame Staff,Iron Spear,-1
Flame Staff,Steel Spear,-1
Flame Staff,Pike,-1
Flame Staff,Halberd,-1
Flame Staff,Trident,-1
Flame Staff,Dragon Lance,5
Flame Staff,Ice Lance,-1
Flame Staff,Thunder Spear,2
Flame Staff,Serpent Spear,-1
Flame Staff,Sun Lance,-1
Flame Staff,Dagger,-1
Flame Staff,Poison Dagger,-1
Flame Staff,Silent Knife,-1
Flame Staff,Throwing Knives,-1
Flame Staff,Glass Dagger,-1
Flame Staff,Vampire Fang,-1
Flame Staff,Venom Shiv,-1
Flame Staff,Assassin Blade,-1
Flame Staff,Smoke Dagger,-1
Flame Staff,Mirror Knife,-1
Flame Staff,Wooden Shield,-1
Flame Staff,Iron Shield,-1
Flame Staff,Tower Shield,-1
Flame Staff,Spiked Shield,-1
Flame Staff,Mirror Shield,-1
Flame Staff,Dragon Shield,5
Flame Staff,Ice Shield,-1
Flame Staff,Storm Shield,2
Flame Staff,Holy Shield,-1
Flame Staff,Thorn Shield,-1
Flame Staff,Stone Hammer,2
Flame Staff,War Hammer,2
Flame Staff,Thunder Hammer,2
Flame Staff,Forge Hammer,5
Flame Staff,Ice Maul,-1
Flame Staff,Gravity Hammer,-1
Flame Staff,Bone Hammer,-1
Flame Staff,Titan Hammer,2
Flame Staff,Copper Mace,2
Flame Staff,Morning Star,-1
Flame Staff,Slingshot,-1
Flame Staff,Boomerang,-1
Flame Staff,Harpoon,-1
Flame Staff,Net Launcher,-1
Flame Staff,Flare Gun,3
Flame Staff,Blowgun,-1
Flame Staff,Hookshot,-1
Flame Staff,Chakram,-1
Flame Staff,Crystal Orb,-1
Flame Staff,Spell Book,-1
Flame Staff,Laser Pistol,2
Flame Staff,Plasma Rifle,2
Flame Staff,Rocket Launcher,5
Flame Staff,Energy Cannon,2
Flame Staff,Railgun,-1
Flame Staff,Cyber Blade,2
Flame Staff,Pulse Shield,-1
Flame Staff,Drone Swarm,-1
Flame Staff,Nano Spear,-1
Flame Staff,Void Cannon,-1
Frost Staff,Crystal Staff,-4
Frost Staff,Druid Staff,-4
Frost Staff,Solar Staff,-4
Frost Staff,Iron Spear,-4
Frost Staff,Steel Spear,-4
Frost Staff,Pike,-4
Frost Staff,Halberd,-4
Frost Staff,Trident,4
Frost Staff,Dragon Lance,-4
Frost Staff,Ice Lance,3
Frost Staff,Thunder Spear,-4
Frost Staff,Serpent Spear,-4
Frost Staff,Sun Lance,-4
Frost Staff,Dagger,-4
Frost Staff,Poison Dagger,-4
Frost Staff,Silent Knife,-4
Frost Staff,Throwing Knives,-4
Frost Staff,Glass Dagger,-4
Frost Staff,Vampire Fang,-4
Frost Staff,Venom Shiv,-4
Frost Staff,Assassin Blade,-4
Frost Staff,Smoke Dagger,-4
Frost Staff,Mirror Knife,-4
Frost Staff,Wooden Shield,-4
Frost Staff,Iron Shield,-4
Frost Staff,Tower Shield,-4
Frost Staff,Spiked Shield,-4
Frost Staff,Mirror Shield,-4
Frost Staff,Dragon Shield,-4
Frost Staff,Ice Shield,11
Frost Staff,Storm Shield,-4
Frost Staff,Holy Shield,-4
Frost Staff,Thorn Shield,-4
Frost Staff,Stone Hammer,-4
Frost Staff,War Hammer,-4
Frost Staff,Thunder Hammer,-4
Frost Staff,Forge Hammer,-4
Frost Staff,Ice Maul,3
Frost Staff,Gravity Hammer,-4
Frost Staff,Bone Hammer,-4
Frost Staff,Titan Hammer,-4
Frost Staff,Copper Mace,-4
Frost Staff,Morning Star,-4
Frost Staff,Slingshot,-4
Frost Staff,Boomerang,-4
Frost Staff,Harpoon,4
Frost Staff,Net Launcher,-4
Frost Staff,Flare Gun,-4
Frost Staff,Blowgun,-4
Frost Staff,Hookshot,-4
Frost Staff,Chakram,-4
Frost Staff,Crystal Orb,-4
Frost Staff,Spell Book,-4
Frost Staff,Laser Pistol,-4
Frost Staff,Plasma Rifle,-4
Frost Staff,Rocket Launcher,-4
Frost Staff,Energy Cannon,-4
Frost Staff,Railgun,-4
Frost Staff,Cyber Blade,-4
Frost Staff,Pulse Shield,-4
Frost Staff,Drone Swarm,-4
Frost Staff,Nano Spear,-4
Frost Staff,Void Cannon,-4
Crystal Staff,Druid Staff,-2
Crystal Staff,Solar Staff,4
Crystal Staff,Iron Spear,-2
Crystal Staff,Steel Spear,-2
Crystal Staff,Pike,-2
Crystal Staff,Halberd,-2
Crystal Staff,Trident,-2
Crystal Staff,Dragon Lance,-2
Crystal Staff,Ice Lance,-2
Crystal Staff,Thunder Spear,-2
Crystal Staff,Serpent Spear,-2
Crystal Staff,Sun Lance,4
Crystal Staff,Dagger,-2
Crystal Staff,Poison Dagger,-2
Crystal Staff,Silent Knife,-2
Crystal Staff,Throwing Knives,-2
Crystal Staff,Glass Dagger,-2
Crystal Staff,Vampire Fang,2
Crystal Staff,Venom Shiv,-2
Crystal Staff,Assassin Blade,-2
Crystal Staff,Smoke Dagger,-2
Crystal Staff,Mirror Knife,3
Crystal Staff,Wooden Shield,-2
Crystal Staff,Iron Shield,-2
Crystal Staff,Tower Shield,-2
Crystal Staff,Spiked Shield,-2
Crystal Staff,Mirror Shield,5
Crystal Staff,Dragon Shield,-2
Crystal Staff,Ice Shield,-2
Crystal Staff,Storm Shield,-2
Crystal Staff,Holy Shield,4
Crystal Staff,Thorn Shield,-2
Crystal Staff,Stone Hammer,-2
Crystal Staff,War Hammer,-2
Crystal Staff,Thunder Hammer,-2
Crystal Staff,Forge Hammer,-2
Crystal Staff,Ice Maul,-2
Crystal Staff,Gravity Hammer,5
Crystal Staff,Bone Hammer,2
Crystal Staff,Titan Hammer,-2
Crystal Staff,Copper Mace,-2
Crystal Staff,Morning Star,4
Crystal Staff,Slingshot,-2
Crystal Staff,Boomerang,-2
Crystal Staff,Harpoon,-2
Crystal Staff,Net Launcher,-2
Crystal Staff,Flare Gun,-2
Crystal Staff,Blowgun,-2
Crystal Staff,Hookshot,-2
Crystal Staff,Chakram,-2
Crystal Staff,Crystal Orb,5
Crystal Staff,Spell Book,10
Crystal Staff,Laser Pistol,-2
Crystal Staff,Plasma Rifle,-2
Crystal Staff,Rocket Launcher,-2
Crystal Staff,Energy Cannon,-2
Crystal Staff,Railgun,-2
Crystal Staff,Cyber Blade,-2
Crystal Staff,Pulse Shield,-2
Crystal Staff,Drone Swarm,-2
Crystal Staff,Nano Spear,-2
Crystal Staff,Void Cannon,2
Druid Staff,Solar Staff,-5
Druid Staff,Iron Spear,-5
Druid Staff,Steel Spear,-5
Druid Staff,Pike,-5
Druid Staff,Halberd,-5
Druid Staff,Trident,-5
Druid Staff,Dragon Lance,-5
Druid Staff,Ice Lance,-5
Druid Staff,Thunder Spear,-5
Druid Staff,Serpent Spear,-5
Druid Staff,Sun Lance,-5
Druid Staff,Dagger,-5
Druid Staff,Poison Dagger,-5
Druid Staff,Silent Knife,-5
Druid Staff,Throwing Knives,-5
Druid Staff,Glass Dagger,-5
Druid Staff,Vampire Fang,-5
Druid Staff,Venom Shiv,-5
Druid Staff,Assassin Blade,-5
Druid Staff,Smoke Dagger,-5
Druid Staff,Mirror Knife,-5
Druid Staff,Wooden Shield,3
Druid Staff,Iron Shield,3
Druid Staff,Tower Shield,3
Druid Staff,Spiked Shield,3
Druid Staff,Mirror Shield,-5
Druid Staff,Dragon Shield,-5
Druid Staff,Ice Shield,-5
Druid Staff,Storm Shield,-5
Druid Staff,Holy Shield,-5
Druid Staff,Thorn Shield,11
Druid Staff,Stone Hammer,-5
Druid Staff,War Hammer,-5
Druid Staff,Thunder Hammer,-5
Druid Staff,Forge Hammer,-5
Druid Staff,Ice Maul,-5
Druid Staff,Gravity Hammer,-5
Druid Staff,Bone Hammer,-5
Druid Staff,Titan Hammer,-5
Druid Staff,Copper Mace,-5
Druid Staff,Morning Star,-5
Druid Staff,Slingshot,-5
Druid Staff,Boomerang,-5
Druid Staff,Harpoon,-5
Druid Staff,Net Launcher,-5
Druid Staff,Flare Gun,-5
Druid Staff,Blowgun,-5
Druid Staff,Hookshot,-5
Druid Staff,Chakram,-5
Druid Staff,Crystal Orb,-5
Druid Staff,Spell Book,-5
Druid Staff,Laser Pistol,-5
Druid Staff,Plasma Rifle,-5
Druid Staff,Rocket Launcher,-5
Druid Staff,Energy Cannon,-5
